Subject,Confidence,QBelief,Deviation,Conf_Rat,BDev
A3FAF93BMDJLAL,3,expectation_deviation_belief1,0,Med,0.5
A1TLNLB9D87H6,3,expectation_deviation_belief1,4,Med,0.999858916
A30UE6DWFNUCWX,4,expectation_deviation_belief1,0,High,0.5
A2MUCL20GTQJA0,3,expectation_deviation_belief1,1,Med,0.624964729
A2FL477TMKC91L,5,expectation_deviation_belief1,4,High,0.999858916
A3FGT6EU39C6S4,4,expectation_deviation_belief1,-1,High,0.375035271
A2S64AUN7JI7ZS,4,expectation_deviation_belief1,1,High,0.624964729
A3R5OJR60C6004,4,expectation_deviation_belief1,0,High,0.5
A3URLNXHLP4ARU,4,expectation_deviation_belief1,2,High,0.749929458
ADZHJZ078THWQ,4,expectation_deviation_belief1,1,High,0.624964729
AGWWUXDX6CI38,4,expectation_deviation_belief1,-2,High,0.250070542
A222R4PNCF08OF,2,expectation_deviation_belief1,2,Low,0.749929458
A2V27A9GZA1NR2,5,expectation_deviation_belief1,-1,High,0.375035271
A1V1JNPU0KOA3X,3,expectation_deviation_belief1,4,Med,0.999858916
AA4O2W236E3FW,4,expectation_deviation_belief1,0,High,0.5
A98E8M4QLI9RS,3,expectation_deviation_belief1,1,Med,0.624964729
AXMPSUNKUBEIL,4,expectation_deviation_belief1,2,High,0.749929458
A3D2U4QF7821ZW,4,expectation_deviation_belief1,2,High,0.749929458
A1EUBMQ86K32XE,5,expectation_deviation_belief1,0,High,0.5
AEWGY34WUIA32,4,expectation_deviation_belief1,1,High,0.624964729
A3388HIWAKD3DV,3,expectation_deviation_belief1,3,Med,0.874894187
AZNIEFUIVB2H0,3,expectation_deviation_belief1,2,Med,0.749929458
APGX2WZ59OWDN,3,expectation_deviation_belief1,2,Med,0.749929458
A37JSOJH9695SM,5,expectation_deviation_belief1,0,High,0.5
A37OUZOGQKGMW0,4,expectation_deviation_belief1,1,High,0.624964729
A3QEVFM3UD67BA,4,expectation_deviation_belief1,2,High,0.749929458
A2DWPP1KKAY0HG,4,expectation_deviation_belief1,1,High,0.624964729
AW5O1RK3W60FC,4,expectation_deviation_belief1,0,High,0.5
A3O0ZQMDKOKAMR,3,expectation_deviation_belief1,0,Med,0.5
A2NO3OTBZYY43Z,5,expectation_deviation_belief1,-1,High,0.375035271
5d338bb02381b7001761694e,3,expectation_deviation_belief2,1,Med,0.624964729
5c57631a47a04100010da795,3,expectation_deviation_belief2,0,Med,0.5
5d8d12f6d88e3a00142c9751,4,expectation_deviation_belief2,-1,High,0.375035271
5a3bdd2c8d005a0001829f3e,4,expectation_deviation_belief2,0,High,0.5
5c381b1ce4dbd30001fbc9c9,1,expectation_deviation_belief2,0,Low,0.5
5d615f7632cfbd001b1b6dcb,4,expectation_deviation_belief2,0,High,0.5
5c0a696aa4e5fc0001759543,4,expectation_deviation_belief2,0,High,0.5
5db222231ff7b4000ab2cfc1,1,expectation_deviation_belief2,-1,Low,0.375035271
5c223d4a4a7e1f000137e5b9,3,expectation_deviation_belief2,-1,Med,0.375035271
5c55fec09fcbc40001dc50b5,3,expectation_deviation_belief2,0,Med,0.5
5d88db42c1d06e001a1fdcab,3,expectation_deviation_belief2,0,Med,0.5
5d45c2d1da9cb60015aa4312,1,expectation_deviation_belief2,1,Low,0.624964729
A2OVWCQ4B9AHFY,3,expectation_deviation_belief2,0,Med,0.5
5b0fa626bd9c310001568d6c,4,expectation_deviation_belief2,1,High,0.624964729
5a4bf09053a4560001ba0ebf,2,expectation_deviation_belief2,0,Low,0.5
5cf5134c8f8ff80019e76721,4,expectation_deviation_belief2,0,High,0.5
5d9a09095223b6001809f1c9,3,expectation_deviation_belief2,0,Med,0.5
5dea76e109c1071948aed0ff,4,expectation_deviation_belief2,1,High,0.624964729
55ef4896b9401300137f40ac,5,expectation_deviation_belief2,-3,High,0.125105813
5dfb693a73d72487b1fe495b,5,expectation_deviation_belief2,0,High,0.5
5e121701dc79bd8a1a22ca99,4,expectation_deviation_belief2,-2,High,0.250070542
5e683c4d6ca0f9000d3f35fe,2,expectation_deviation_belief2,-1,Low,0.375035271
5dfc64647adf4b971f329cbf,4,expectation_deviation_belief2,-3,High,0.125105813
5e3a7e26ca5cf328020dc4b6,2,expectation_deviation_belief2,1,Low,0.624964729
5c7cf8b58ca9000001b52f6e,4,expectation_deviation_belief2,2,High,0.749929458
5bf17270871dd1000197226e,3,expectation_deviation_belief2,0,Med,0.5
5be0a65507684000010cf0f9,4,expectation_deviation_belief2,1,High,0.624964729
5c0150326a0c6e00013c6068,2,expectation_deviation_belief2,0,Low,0.5
599eaf0fbfd73c00010ea24e,2,expectation_deviation_belief2,0,Low,0.5
5eaad5dcc2e64603e5122442,3,expectation_deviation_belief2,0,Med,0.5
5c3a34eebe1ddc0001aa35d6,4,expectation_deviation_belief2,-1,High,0.375035271
5d55d562e04e1c0001f5e682,4,expectation_deviation_belief2,1,High,0.624964729
5e121b2b82a955890a9b3484,3,expectation_deviation_belief2,-1,Med,0.375035271
A3OB6REG5CGHK1,4,expectation_deviation_belief2,-1,High,0.375035271
5d5f07cdca10e90016bc0103,4,expectation_deviation_belief2,1,High,0.624964729
5ede432f75bfd1073c1501d8,4,expectation_deviation_belief2,1,High,0.624964729
5ec7ec01fc75cf27b5dd16ee,4,expectation_deviation_belief2,0,High,0.5
5cfc3d486e9951001a0cb8cd,4,expectation_deviation_belief2,0,High,0.5
5dcefcd0307b8d05031d7264,5,expectation_deviation_belief2,-1,High,0.375035271
57e7bb4e73e67300012b8e2a,4,expectation_deviation_belief2,-1,High,0.375035271
5993020a5f49420001caf86b,5,expectation_deviation_belief2,2,High,0.749929458
5a78e410ae9a0b0001a97274,5,expectation_deviation_belief2,0,High,0.5
5bf32090a155c300016f3c06,4,expectation_deviation_belief2,0,High,0.5
5e667f3bc3f30a4050fc8f2f,3,expectation_deviation_belief2,1,Med,0.624964729
58742bf5d53c97000159df8c,4,expectation_deviation_belief2,1,High,0.624964729
5d47abcc2dc88900166f27c9,4,expectation_deviation_belief2,1,High,0.624964729
5ee0f5feec87fc0bc5eabdd7,4,expectation_deviation_belief2,-1,High,0.375035271
5d76a776f6630c0018431c01,3,expectation_deviation_belief2,0,Med,0.5
5b5a822e1ad8270001c4f28d,4,expectation_deviation_belief2,-1,High,0.375035271
5e6d3b17a2b73d2f7aef3d04,5,expectation_deviation_belief2,-4,High,0.000141084
5e1b9d3d08b5ba3c86879d5b,4,expectation_deviation_belief2,0,High,0.5
5d82be0cf45ead000150f026,4,expectation_deviation_belief2,1,High,0.624964729
5edc195a95d5090e1c3f91b2,4,expectation_deviation_belief2,0,High,0.5
5e39d872793a082024d9cf18,5,expectation_deviation_belief2,0,High,0.5
57dd766bbcd7150001ded5de,3,expectation_deviation_belief2,-1,Med,0.375035271
56f0393f3f71990005d0e66d,5,expectation_deviation_belief2,1,High,0.624964729
5e51dfe3618c57215938d7b7,4,expectation_deviation_belief2,0,High,0.5
5d54b73f1c1de70015d50959,5,expectation_deviation_belief2,2,High,0.749929458
5d6141608a11df001a477fbe,5,expectation_deviation_belief2,0,High,0.5
5be781ca3b047e0001a39e47,3,expectation_deviation_belief2,-2,Med,0.250070542
5e04446a783225ee6e9ed929,3,expectation_deviation_belief2,-3,Med,0.125105813
59a1de0cec2f75000124eeaf,5,expectation_deviation_belief2,1,High,0.624964729
5dd3e852b988873c617cd21a,4,expectation_deviation_belief2,0,High,0.5
5e975ea254955d0bfe9f7929,3,expectation_deviation_belief2,-1,Med,0.375035271
5dcf402982569a08ddd84086,4,expectation_deviation_belief2,-1,High,0.375035271
5dcf7b49523df00ae9c4e07e,3,expectation_deviation_belief2,1,Med,0.624964729
5ed17af75957f60d040e3f34,5,expectation_deviation_belief2,-2,High,0.250070542
5edd13e3858a15a07241964b,3,expectation_deviation_belief2,1,Med,0.624964729
578673a9275be6000135880e,2,expectation_deviation_belief2,0,Low,0.5
5ecc6fb87c7c7646490f3cf8,3,expectation_deviation_belief2,0,Med,0.5
58effc65c31d4d00015aa5b9,2,expectation_deviation_belief2,1,Low,0.624964729
5e416e22fb96eb000b3fe2a8,4,expectation_deviation_belief2,2,High,0.749929458
5c43349027bb0d0001282427,2,expectation_deviation_belief2,0,Low,0.5
5c2cdb4e213a1a0001b9c475,3,expectation_deviation_belief2,-1,Med,0.375035271
5eb2d579ed24d507082b07a2,5,expectation_deviation_belief2,1,High,0.624964729
5dc1cd625fd2031344dfe43d,2,expectation_deviation_belief2,1,Low,0.624964729
5b97f8988ae8150001c7a887,4,expectation_deviation_belief2,1,High,0.624964729
5c5fc78e96dff400013607a5,4,expectation_deviation_belief2,1,High,0.624964729
5c804f4092ad770015846011,3,expectation_deviation_belief2,-1,Med,0.375035271
5d2e56ae72b6780001c66698,2,expectation_deviation_belief2,0,Low,0.5
5d82d28977546f00166ae702,4,expectation_deviation_belief2,1,High,0.624964729
5a9262251eda410001360b2c,3,expectation_deviation_belief2,0,Med,0.5
5ea492e3b1b3620a6fee3b90,3,expectation_deviation_belief2,0,Med,0.5
59e833e72f63d30001c8fb86,4,expectation_deviation_belief2,0,High,0.5
5c71b63c4aa8ec0001f2bfc4,3,expectation_deviation_belief2,1,Med,0.624964729
5dc4175e3317732e53467e8b,3,expectation_deviation_belief2,-1,Med,0.375035271
59658491b9153e0001617465,2,expectation_deviation_belief2,0,Low,0.5
5c9ebf067114700016da2813,3,expectation_deviation_belief2,0,Med,0.5
5eca8de81197051fa92b5a6a,4,expectation_deviation_belief2,-2,High,0.250070542
5d1beb9c9e033e0017a725dc,3,expectation_deviation_belief2,0,Med,0.5
5dee72917309b950e5262f3a,5,expectation_deviation_belief2,1,High,0.624964729
56d0f57421cd29000a9737e4,4,expectation_deviation_belief2,0,High,0.5
5ec75df0d799ae1c11a8115c,4,expectation_deviation_belief2,0,High,0.5
5e65c211b45c6432d8227e4c,3,expectation_deviation_belief2,0,Med,0.5
5dc1eb838a84461511b3cd73,3,expectation_deviation_belief2,0,Med,0.5
5cd062370081a60017789079,4,expectation_deviation_belief2,1,High,0.624964729
5dc8d8b90a0b38630af7a0ba,4,expectation_deviation_belief2,0,High,0.5
5d6ef023cfe0a400198f911e,5,expectation_deviation_belief2,0,High,0.5
5beb8419aec9ef0001e9d5fb,3,expectation_deviation_belief2,0,Med,0.5
5ea8fe56a6d1a135a5a442cd,4,expectation_deviation_belief2,0,High,0.5
5c9a7872e2a8d00001585513,2,expectation_deviation_belief2,1,Low,0.624964729
5c05ff644c14cf00019db0a9,4,expectation_deviation_belief2,0,High,0.5
5d847ac9be4b0b00188463d7,3,expectation_deviation_belief2,0,Med,0.5
5eb33612d573b51326905f30,3,expectation_deviation_belief2,1,Med,0.624964729
5c90094e71f3100016181ea9,3,expectation_deviation_belief2,2,Med,0.749929458
5e82cbf3469f74a0b6d0fd29,3,expectation_deviation_belief2,0,Med,0.5
5d0d16d991270800010b7dd7,4,expectation_deviation_belief2,2,High,0.749929458
5daa18ed95be5f00133609e8,4,expectation_deviation_belief2,0,High,0.5
5e6027f12036113753519c82,4,expectation_deviation_belief2,0,High,0.5
5b619b6c5256470001bcf992,3,expectation_deviation_belief2,-2,Med,0.250070542
5e35d4a59d323458753819d2,4,expectation_deviation_belief2,0,High,0.5
595b93be7882150001240e21,4,expectation_deviation_belief2,0,High,0.5
5e37b3d7abde98738c0f1e7c,3,expectation_deviation_belief2,3,Med,0.874894187
5e29ada5d441690127fb5748,3,expectation_deviation_belief2,-1,Med,0.375035271
5dcca657854936945d68eaa9,3,expectation_deviation_belief2,1,Med,0.624964729
5cd321750316ed0017c81bcd,3,expectation_deviation_belief2,0,Med,0.5
5b4d39f2d4c93b00019c8217,3,expectation_deviation_belief2,0,Med,0.5
55b9a9b0fdf99b6906d2aba4,4,expectation_deviation_belief2,0,High,0.5
58a43e029a17120001d910d5,3,expectation_deviation_belief2,2,Med,0.749929458
5edeb3b209233c154f4d552a,3,expectation_deviation_belief2,0,Med,0.5
5d9f8573ce3daf0015e3e400,3,expectation_deviation_belief2,0,Med,0.5
5de1986c040f531f97eb6092,3,expectation_deviation_belief2,0,Med,0.5
5490c822fdf99b71ba910e1a,1,expectation_deviation_belief2,0,Low,0.5
5831f08ebfb3b400015a6ad4,3,expectation_deviation_belief2,1,Med,0.624964729
5e6690ca0ef3a301da87b4d9,4,expectation_deviation_belief2,2,High,0.749929458
5e9b621702bbdc069b2496c4,2,expectation_deviation_belief2,-1,Low,0.375035271
5e6989bc651f7d241449fccf,5,expectation_deviation_belief2,3,High,0.874894187
5e8537fe23609011fe987ca7,4,expectation_deviation_belief2,-1,High,0.375035271
5ea997837d28170bc5125c56,3,expectation_deviation_belief2,1,Med,0.624964729
5cc1e9161758c700138de977,3,expectation_deviation_belief2,0,Med,0.5
5c82a8cdfff8430015e9942f,4,expectation_deviation_belief2,0,High,0.5
5c925b0fb138fe0014e4036b,4,expectation_deviation_belief2,0,High,0.5
5e5ab88a43f33029b119a48c,5,expectation_deviation_belief2,0,High,0.5
5e19c8d1477f3b24e0ac5efa,4,expectation_deviation_belief2,-1,High,0.375035271
5a212dcc7b108200011e040c,3,expectation_deviation_belief2,2,Med,0.749929458
5c27f83289f035000174a168,4,expectation_deviation_belief2,0,High,0.5
5ed081544e61f3163c036286,4,expectation_deviation_belief2,2,High,0.749929458
5d6d6412f570e000184cf48b,3,expectation_deviation_belief2,0,Med,0.5
5bddf0f876219d00014b145e,4,expectation_deviation_belief2,2,High,0.749929458
5dacf17a6f11e500163e3bc4,2,expectation_deviation_belief2,-1,Low,0.375035271
5e4af9e73485dd000c99724e,5,expectation_deviation_belief2,0,High,0.5
5bcb229aa8920a00013060fa,3,expectation_deviation_belief2,0,Med,0.5
5b15307351caaf0001228d9b,3,expectation_deviation_belief2,0,Med,0.5
5cb9bc10e50fe5001746c43b,4,expectation_deviation_belief2,0,High,0.5
5a0d9553fe645f0001e9f852,3,expectation_deviation_belief2,0,Med,0.5
5c03217b1a20110001e979f0,4,expectation_deviation_belief2,0,High,0.5
5ec12ad1759b78000a4f9965,5,expectation_deviation_belief2,1,High,0.624964729
5e552a5e45774651f60e62b3,3,expectation_deviation_belief2,2,Med,0.749929458
5dc1c27fb3e5c212018d9e33,4,expectation_deviation_belief2,0,High,0.5
5ec2f967fa87231315e8b60c,3,expectation_deviation_belief2,1,Med,0.624964729
5e5b0bcc7a584430eb8bea65,4,expectation_deviation_belief2,2,High,0.749929458
5c971acab18d000001e1afd7,1,expectation_deviation_belief2,1,Low,0.624964729
5e815773285d3883ba2fbbcf,3,expectation_deviation_belief2,1,Med,0.624964729
5eb1bc2b9d57e52f90d13214,3,expectation_deviation_belief2,0,Med,0.5
5b5c8d4e10aec90001ed4bee,4,expectation_deviation_belief2,0,High,0.5
5d63179aa3b94d0001da4bb6,3,expectation_deviation_belief2,-1,Med,0.375035271
5c742339e621f900163f4543,4,expectation_deviation_belief2,0,High,0.5
583b397f54686200010f1d20,5,expectation_deviation_belief2,0,High,0.5
59dc458f77860e000151240e,4,expectation_deviation_belief2,0,High,0.5
5b76ce43bfc4cb0001f2c4c3,4,expectation_deviation_belief2,-1,High,0.375035271
5e80d8569d1bdf03449b0c2e,3,expectation_deviation_belief2,0,Med,0.5
5e175705cfe8dc000b559793,3,expectation_deviation_belief2,1,Med,0.624964729
5ddae85b393bd3a44d7cbaaa,4,expectation_deviation_belief2,0,High,0.5
5e1797da928b15062260e30e,4,expectation_deviation_belief2,0,High,0.5
5d612ae16512d700159face7,5,expectation_deviation_belief2,0,High,0.5
55ddb84550a1f7000b90d65a,3,expectation_deviation_belief2,1,Med,0.624964729
5e27868c5cbbcc0b3599574b,1,expectation_deviation_belief2,0,Low,0.5
5c871f91e769f8000178afc8,1,expectation_deviation_belief2,0,Low,0.5
5d461284d9b0690001720f6d,3,expectation_deviation_belief2,1,Med,0.624964729
5c28113978fad50001932f58,4,expectation_deviation_belief2,-1,High,0.375035271
5e78bf026d9a62443b9d5b74,4,expectation_deviation_belief2,1,High,0.624964729
5dba287f9653e80734e335d7,4,expectation_deviation_belief2,-1,High,0.375035271
58f10189738cac000116d3ab,4,expectation_deviation_belief2,1,High,0.624964729
5ee3c01c7247c006e9a3f4fd,4,expectation_deviation_belief2,-1,High,0.375035271
59f226a9d6380600018b2923,3,expectation_deviation_belief2,-1,Med,0.375035271
5a6f1ccade1f390001dbd8b7,5,expectation_deviation_belief2,2,High,0.749929458
5e7daa886c123242e86c8138,4,expectation_deviation_belief2,0,High,0.5
5ee64e85c682de3a880579c6,5,expectation_deviation_belief2,0,High,0.5
A1PAY3X73PQ16S,4,expectation_deviation_belief2,1,High,0.624964729
5c92870723bd7e001870138e,3,expectation_deviation_belief2,1,Med,0.624964729
5d30a193b2cfe00017231a93,4,expectation_deviation_belief2,0,High,0.5
5d4c7ac3e8ec490018b0050d,3,expectation_deviation_belief2,1,Med,0.624964729
5e84253b26729e1847f16611,2,expectation_deviation_belief2,0,Low,0.5
5c70852d7826350001565ce4,3,expectation_deviation_belief2,0,Med,0.5
5ab84333f69e940001d8f0af,2,expectation_deviation_belief2,0,Low,0.5
5de82c263aa2777a36b996b2,4,expectation_deviation_belief2,2,High,0.749929458
5dd5db1ded7ea4574c7bc996,2,expectation_deviation_belief2,0,Low,0.5
5d8c46cc53b833001a4bf916,3,expectation_deviation_belief2,2,Med,0.749929458
5e606b1eaf84e83c728748d7,3,expectation_deviation_belief2,0,Med,0.5
5ec46d59c1c5e016fafe11d6,2,expectation_deviation_belief2,0,Low,0.5
5ea90a840928983752c88275,2,expectation_deviation_belief2,0,Low,0.5
5e6ef5fbf14d264ae2ef3867,4,expectation_deviation_belief2,1,High,0.624964729
5bd9f569eb22f2000183df4e,4,expectation_deviation_belief2,2,High,0.749929458
5ee6706034f12e3d82d952aa,4,expectation_deviation_belief2,0,High,0.5
5ec6c96f5b660e0f25ea094c,2,expectation_deviation_belief2,1,Low,0.624964729
5e9f55237c0db50bb0a02621,2,expectation_deviation_belief2,0,Low,0.5
5ddc516e82a527bc2397e6e1,3,expectation_deviation_belief2,0,Med,0.5
59c0782e5364260001dc4740,3,expectation_deviation_belief2,0,Med,0.5
5edaf0abba14031b7899eb3f,4,expectation_deviation_belief2,1,High,0.624964729
5e69987e0873d600084bc920,2,expectation_deviation_belief2,0,Low,0.5
5ed0091bd374190b9b04045d,4,expectation_deviation_belief2,1,High,0.624964729
5ea9cc7058ebeb11a12e659c,2,expectation_deviation_belief2,0,Low,0.5
5761c23632676f0007eb36b3,3,expectation_deviation_belief2,2,Med,0.749929458
5e41d817cfafb807ef94486a,3,expectation_deviation_belief2,0,Med,0.5
5c82656bed1753001581fd1e,4,expectation_deviation_belief2,1,High,0.624964729
5ec5a64c306f255ec98d5cc1,4,expectation_deviation_belief2,0,High,0.5
5ebe057674d69c15b1642055,3,expectation_deviation_belief2,0,Med,0.5
57d6dd8d6598aa000199188b,2,expectation_deviation_belief2,-2,Low,0.250070542
597fe89a1b41a20001749f57,3,expectation_deviation_belief2,0,Med,0.5
5eea5252da0cfc115e24e69b,4,expectation_deviation_belief2,-1,High,0.375035271
5ee3a34e16ad19048aef74f6,3,expectation_deviation_belief2,0,Med,0.5
56fdff4ee0f9ff000f19c466,5,expectation_deviation_belief2,0,High,0.5
 5ad4a9f30f5d3900016a4d8b ,2,expectation_deviation_belief2,3,Low,0.874894187
5ec81134ac7d6b2b9ac51453,4,expectation_deviation_belief2,-2,High,0.250070542
5edfb0770fb0722aa3839b6d,3,expectation_deviation_belief2,-1,Med,0.375035271
5b32c0ff975e260001e97d0e,4,expectation_deviation_belief2,1,High,0.624964729
5ee232f2b970662cfa352567,3,expectation_deviation_belief2,1,Med,0.624964729
5eb52896e034073a7b8aa981,3,expectation_deviation_belief2,0,Med,0.5
5cf21b7b2456d90001ee8e40,3,expectation_deviation_belief2,2,Med,0.749929458
5eb02a40b17a8c0868685d32,5,expectation_deviation_belief2,1,High,0.624964729
5ed062703c9248144a334cb4,2,expectation_deviation_belief2,0,Low,0.5
5e065bba5a342503b3f3e0bc,3,expectation_deviation_belief2,1,Med,0.624964729
5eaa6339b2e5311e8e020396,2,expectation_deviation_belief2,1,Low,0.624964729
5ede8a971588b310e81f852f,2,expectation_deviation_belief2,0,Low,0.5
5e2039ccf0b71e34ef9c60a2,4,expectation_deviation_belief2,1,High,0.624964729
5e8be450affef10d24343a7f,2,expectation_deviation_belief2,0,Low,0.5
5a04869ff2e3460001edad2e,3,expectation_deviation_belief2,0,Med,0.5
5d4a41890e604c00011ade8b,4,expectation_deviation_belief2,0,High,0.5
5d344bd3b0f315001a122275,3,expectation_deviation_belief2,0,Med,0.5
5df162b6c76aa6080c4c7694,2,expectation_deviation_belief2,-1,Low,0.375035271
546f8a9cfdf99b4a593414ea,4,expectation_deviation_belief2,0,High,0.5
5dc47ddd034b45342d3b2e3a,3,expectation_deviation_belief2,0,Med,0.5
5a21b2e1e473b80001baaa09,3,expectation_deviation_belief2,0,Med,0.5
5c2d187569ceff00011417de,2,expectation_deviation_belief2,0,Low,0.5
5687d85e369319000c269c55,4,expectation_deviation_belief2,2,High,0.749929458
5e1f938b06121f2be0d1ead4,5,expectation_deviation_belief2,-2,High,0.250070542
5eac6f1aa8b3bb0dcfebeba9,3,expectation_deviation_belief2,2,Med,0.749929458
5eb635754bbde6534e62c05e,4,expectation_deviation_belief2,0,High,0.5
5d7b2e78698dea001853b5ec,2,expectation_deviation_belief2,-2,Low,0.250070542
5bfd81fb2feab400014d9060,4,expectation_deviation_belief2,0,High,0.5
5dd1964987c1fd2082c4d88e,5,expectation_deviation_belief2,0,High,0.5
5d7af4ee784e52001b9b02da,3,expectation_deviation_belief2,2,Med,0.749929458
5e8fa34befd9542a66b02feb,3,expectation_deviation_belief2,0,Med,0.5
5e820eb36551aa02fd72e1dc,4,expectation_deviation_belief2,-1,High,0.375035271
5de01c13c3a15e0a03332169,3,expectation_deviation_belief2,-2,Med,0.250070542
5ea5d2b8d2bc3308f7af06d5,5,expectation_deviation_belief2,-1,High,0.375035271
59c6305e6a287600011c388d,4,expectation_deviation_belief2,-1,High,0.375035271
57a761c22fc0d400012c9656,4,expectation_deviation_belief2,1,High,0.624964729
5d83d2f1ae7a8b00017ec6a9,3,expectation_deviation_belief2,1,Med,0.624964729
56e130548b1c33000a388671,4,expectation_deviation_belief2,1,High,0.624964729
5c0f1cf4f3027300014b606f,3,expectation_deviation_belief2,0,Med,0.5
5c92cda483617d0010bef1b8,4,expectation_deviation_belief2,0,High,0.5
5d558ebe886e3f0020e90fce,3,expectation_deviation_belief2,0,Med,0.5
5e83d36b6d7daf107aea7a7c,3,expectation_deviation_belief2,1,Med,0.624964729
5efba90ef81cbe13a3d7df40,3,expectation_deviation_belief2,0,Med,0.5
5ec5880e02a64c5b4102561f,4,expectation_deviation_belief2,0,High,0.5
5588d358fdf99b304ee5674f,4,expectation_deviation_belief2,2,High,0.749929458
5d5c265773125e001af7f4cf,3,expectation_deviation_belief2,1,Med,0.624964729
5ad9cc7ddfcfcb0001e667f3,3,expectation_deviation_belief2,0,Med,0.5
5eca36ad460a2b19ab37697b,1,expectation_deviation_belief2,0,Low,0.5
5e9ca054511e7a1c5c5640e5,2,expectation_deviation_belief2,0,Low,0.5
5e911cfaefd95445d5a6c890,3,expectation_deviation_belief2,0,Med,0.5
5bf5ab78f35e0c000101b657,3,expectation_deviation_belief2,1,Med,0.624964729
5800e50de3536e00012840f4,5,expectation_deviation_belief2,0,High,0.5
5b16ceb0bdf4e10001630f58,3,expectation_deviation_belief2,1,Med,0.624964729
5e1882adfd7db4158998b5f0,2,expectation_deviation_belief2,1,Low,0.624964729
5b954f10754b700001f06bf0,3,expectation_deviation_belief2,-1,Med,0.375035271
57bb6878eb28030001f7ea94,3,expectation_deviation_belief2,1,Med,0.624964729
5ef165863c30cb15b9c83613,4,expectation_deviation_belief2,-3,High,0.125105813
5e4a1730c94447480594cea4,3,expectation_deviation_belief2,0,Med,0.5
5de7f5d27c17f804d007da90,4,expectation_deviation_belief2,1,High,0.624964729
5e2861fb5c6297029148b635,1,expectation_deviation_belief2,-1,Low,0.375035271
5d93c9c410165c0015326102,3,expectation_deviation_belief2,-1,Med,0.375035271
5c47d714a8703f0001b6e780,4,expectation_deviation_belief2,0,High,0.5
5d0e9d1bf403080016411381,3,expectation_deviation_belief2,0,Med,0.5
5e0e66730db8925a55fffbd5,3,expectation_deviation_belief2,0,Med,0.5
5e2e9c7388448746ab366b7f,3,expectation_deviation_belief2,0,Med,0.5
5d6394518df2870001a74b42,2,expectation_deviation_belief2,1,Low,0.624964729
5eaf02446c144d5e3a4d4562,2,expectation_deviation_belief2,-1,Low,0.375035271
5a8891155292b800012316a8,1,expectation_deviation_belief2,0,Low,0.5
5eddaaaeb2a4d6ab5be32a02,3,expectation_deviation_belief2,1,Med,0.624964729
5e8421d0df483e18852ff25e,3,expectation_deviation_belief2,0,Med,0.5
5b4d31673d01bd0001ec447e,4,expectation_deviation_belief2,0,High,0.5
5eab89102e910016bb0b5414,1,expectation_deviation_belief2,-2,Low,0.250070542
5c003b5c2c8cc1000138e25f,2,expectation_deviation_belief2,1,Low,0.624964729
5eb960c022781303ab1ca871,5,expectation_deviation_belief2,0,High,0.5
55f63fc432af740012171ef6,3,expectation_deviation_belief2,1,Med,0.624964729
58066bf52d948b00014ba876,4,expectation_deviation_belief2,-1,High,0.375035271
5e9732d6bafec41daaf8fc30,3,expectation_deviation_belief2,1,Med,0.624964729
5cdcd4ca9f75db0001411660,3,expectation_deviation_belief2,1,Med,0.624964729
5c1c137b0739430001693cf5,3,expectation_deviation_belief2,0,Med,0.5
550bb70bfdf99b6853dab45e,4,expectation_deviation_belief2,2,High,0.749929458
5decaac46e09cf3792805023,4,expectation_deviation_belief2,1,High,0.624964729
5dce29700ad506063969a4a5,4,expectation_deviation_belief2,0,High,0.5
5ee1327109ae2e4f8e01bd60,4,expectation_deviation_belief2,0,High,0.5
576017836442fa0006cfb7cd,3,expectation_deviation_belief2,0,Med,0.5
5ec19dd52abb6a5ce5b9fe05,4,expectation_deviation_belief2,0,High,0.5
5d8927d21571f4001c8ce125,1,expectation_deviation_belief2,0,Low,0.5
5dde8fba82f458000c8c7c75,5,expectation_deviation_belief2,1,High,0.624964729
5dec1c522911273179e44dbe,3,expectation_deviation_belief2,0,Med,0.5
5ed57ec8141d24118731f1bc,2,expectation_deviation_belief2,-4,Low,0.000141084
59ad6f1e09709e00013c2ba5,5,expectation_deviation_belief2,1,High,0.624964729
5d5eeb06d8bcde00162d73f1,3,expectation_deviation_belief2,0,Med,0.5
5ee644b8a00c6d0621d20793,3,expectation_deviation_belief2,1,Med,0.624964729
5e44399336d11f01939401eb,3,expectation_deviation_belief2,0,Med,0.5
5ea08654ea87f206588b6b50,3,expectation_deviation_belief2,2,Med,0.749929458
5c935d881754ba001b25697a,3,expectation_deviation_belief2,0,Med,0.5
5eaa605c7c3cbc1f14421a94,4,expectation_deviation_belief2,0,High,0.5
5eda5c5faf7c7f08a2f68cb7,3,expectation_deviation_belief2,-1,Med,0.375035271
5bef87523d79ff0001275154,3,expectation_deviation_belief2,1,Med,0.624964729
5ea77b0161f86b151f475c8f,3,expectation_deviation_belief2,0,Med,0.5
5d5067b25371ae00191f69c4,4,expectation_deviation_belief2,0,High,0.5
5d78647e4dadc9001a3e34dd,3,expectation_deviation_belief2,0,Med,0.5
5591cd21fdf99b63126f6c60,5,expectation_deviation_belief2,0,High,0.5
5aa806e7777df200016088c5,5,expectation_deviation_belief2,0,High,0.5
5ef05a7425018a31e8bb3c68,3,expectation_deviation_belief2,0,Med,0.5
5c4de8f726093e000134ee6e,4,expectation_deviation_belief2,-2,High,0.250070542
