Subject,Confidence,Q,Deviation,Conf_Rat,BDev,Mem
5b197b8088ee7400012ae154,3,expectation_deviation_belief3,4,Med,0.999858916,Bel
5d204134abea8100173fa8a4,2,expectation_deviation_belief3,1,Low,0.624964729,Bel
5b76d0f5fca8d9000139404c,3,expectation_deviation_belief3,0,Med,0.5,Bel
5bdc4d25a49c2800019e1c24,2,expectation_deviation_belief3,0,Low,0.5,Bel
5f109c350780b10d05983394,4,expectation_deviation_belief3,-1,High,0.375035271,Bel
56e6a66af6ed900006a5867c,2,expectation_deviation_belief3,-1,Low,0.375035271,Bel
5d329756062745001921494a,3,expectation_deviation_belief3,-1,Med,0.375035271,Bel
5eea591930ca5f0ddaa75a7f,4,expectation_deviation_belief3,0,High,0.5,Bel
5e1414d158a5c7a5a1d99be3,4,expectation_deviation_belief3,2,High,0.749929458,Bel
5dfcfabe2b12bd9d55590694,4,expectation_deviation_belief3,1,High,0.624964729,Bel
5ea963dc8304320363c8398c,3,expectation_deviation_belief3,-1,Med,0.375035271,Bel
5ecd649985aa0b0c194928bb,2,expectation_deviation_belief3,0,Low,0.5,Bel
5ed2109da3c8c204b76f6cd5,4,expectation_deviation_belief3,0,High,0.5,Bel
56e1bbcb6ce054000b3ffcb8,5,expectation_deviation_belief3,3,High,0.874894187,Bel
55be9292fdf99b4c861994d8,4,expectation_deviation_belief3,-2,High,0.250070542,Bel
5c3282cd53d7b10001934577,4,expectation_deviation_belief3,0,High,0.5,Bel
5e52d0122f5f952f2a7b6b28,5,expectation_deviation_belief3,0,High,0.5,Bel
58a63a64ea3d11000170e1cc,3,expectation_deviation_belief3,0,Med,0.5,Bel
5c6aecbad0fb370001731cac,3,expectation_deviation_belief3,1,Med,0.624964729,Bel
57bca845e2101600015e8e88,3,expectation_deviation_belief3,1,Med,0.624964729,Bel
5f469dcf5fcb5d0355771013,2,expectation_deviation_belief3,0,Low,0.5,Bel
5d254db8bb2e30001933fe36,4,expectation_deviation_belief3,1,High,0.624964729,Bel
5d003450f641130018828b8e,3,expectation_deviation_belief3,3,Med,0.874894187,Bel
5d5f31230fc94a001c632b69,5,expectation_deviation_belief3,1,High,0.624964729,Bel
5ed53833cb34a1098e5e2bce,3,expectation_deviation_belief3,1,Med,0.624964729,Bel
5e311dd7a390be11ebfc23c3,3,expectation_deviation_belief3,0,Med,0.5,Bel
5c0023fb2213be0001c2cdde,4,expectation_deviation_belief3,-1,High,0.375035271,Bel
5c4684826a7dbc00017c0a87,4,expectation_deviation_belief3,0,High,0.5,Bel
5ab8026547a9f7000153a324,3,expectation_deviation_belief3,-1,Med,0.375035271,Bel
5deb3c192235ad24f4a21826,4,expectation_deviation_belief3,1,High,0.624964729,Bel
5e025e51a2c696de398fa46b,4,expectation_deviation_belief3,1,High,0.624964729,Bel
5d66ea7549716000187f26af,3,expectation_deviation_belief3,1,Med,0.624964729,Bel
5eadc21b6d4da6467f9d0a6b,5,expectation_deviation_belief3,2,High,0.749929458,Bel
5f3557097104764efaee9bbe,2,expectation_deviation_belief3,0,Low,0.5,Bel
5de9ef512dc5c612021d3038,4,expectation_deviation_belief3,-1,High,0.375035271,Bel
58dc1373463f960001ba45b3,4,expectation_deviation_belief3,1,High,0.624964729,Bel
5e9128974d246b4532f248ff,3,expectation_deviation_belief3,0,Med,0.5,Bel
A13FUEPWBCLBUY,4,expectation_deviation_belief3,1,High,0.624964729,Bel
A15VCKELIEEPJN,2,expectation_deviation_belief3,-2,Low,0.250070542,Bel
A12FTSX85NQ8N9,3,expectation_deviation_belief3,0,Med,0.5,Bel
A38I0E8UK53ME5,2,expectation_deviation_belief3,1,Low,0.624964729,Bel
A3K9GTQBOI7O5A,4,expectation_deviation_belief3,1,High,0.624964729,Bel
A1L3937MY09J3I,2,expectation_deviation_belief3,0,Low,0.5,Bel
A2MHY064OSYIBI,4,expectation_deviation_belief3,0,High,0.5,Bel
A3I40B0FATY8VH,5,expectation_deviation_belief3,0,High,0.5,Bel
A10MSB9X1UFLJ5,3,expectation_deviation_belief3,1,Med,0.624964729,Bel
A1P2RQ166VS5BT,3,expectation_deviation_belief3,1,Med,0.624964729,Bel
A22ABLVEI5EGPL,4,expectation_deviation_belief3,2,High,0.749929458,Bel
A1VR1XQEQQXYUE,5,expectation_deviation_belief3,0,High,0.5,Bel
A11TPUPFP2S4MK,3,expectation_deviation_belief3,2,Med,0.749929458,Bel
A3O0QZQ4V2IXT7,2,expectation_deviation_belief3,-1,Low,0.375035271,Bel
A2OO4PG3LBLP5I,4,expectation_deviation_belief3,1,High,0.624964729,Bel
A2615YW1YERQBO,3,expectation_deviation_belief3,0,Med,0.5,Bel
A1F9KLZGHE9DTA,4,expectation_deviation_belief3,1,High,0.624964729,Bel
A2FGKKWP33DFWS,3,expectation_deviation_belief3,0,Med,0.5,Bel
AIEKCWYZTS41V,3,expectation_deviation_belief3,1,Med,0.624964729,Bel
AMELYCC59JKB0,2,expectation_deviation_belief3,2,Low,0.749929458,Bel
A2XQ3CFB5HT2ZQ,3,expectation_deviation_belief3,1,Med,0.624964729,Bel
A2VLTSW6CXIUMR,4,expectation_deviation_belief3,1,High,0.624964729,Bel
A1DZMZTXWOM9MR,3,expectation_deviation_belief3,0,Med,0.5,Bel
A1JJYY622DGE5L,3,expectation_deviation_belief3,1,Med,0.624964729,Bel
A1RV2LERVS0A4H,3,expectation_deviation_belief3,2,Med,0.749929458,Bel
A30RAYNDOWQ61S,3,expectation_deviation_belief3,1,Med,0.624964729,Bel
A1DMXEJGJY02E1,3,expectation_deviation_belief3,2,Med,0.749929458,Bel
A3F51C49T9A34D,5,expectation_deviation_belief3,0,High,0.5,Bel
A2OVX9UW5WANQE,4,expectation_deviation_belief3,0,High,0.5,Bel
A2196WCNDZULFS,2,expectation_deviation_belief3,1,Low,0.624964729,Bel
A1ZT30BGR3266K,3,expectation_deviation_belief3,1,Med,0.624964729,Bel
A3UPZ88FI1EJC,4,expectation_deviation_belief3,-1,High,0.375035271,Bel
A3KF6O09H04SP7,3,expectation_deviation_belief3,2,Med,0.749929458,Bel
A1BNYBF79IQ89T,3,expectation_deviation_belief3,2,Med,0.749929458,Bel
A5BMKZRGHNSRT,3,expectation_deviation_belief3,-1,Med,0.375035271,Bel
A1NZFJHVJ9CNTO,3,expectation_deviation_belief3,0,Med,0.5,Bel
A3180VXVP8MOIH,4,expectation_deviation_belief3,1,High,0.624964729,Bel
A2TLN8489YGY81,2,expectation_deviation_belief3,2,Low,0.749929458,Bel
A2Y0WNHMT4PZ4C,3,expectation_deviation_belief3,-2,Med,0.250070542,Bel
A18VIO909RWY6D,4,expectation_deviation_belief3,2,High,0.749929458,Bel
A34SIGOLUGKIHJ,4,expectation_deviation_belief3,1,High,0.624964729,Bel
A16G6PPH1INQL8,5,expectation_deviation_belief3,2,High,0.749929458,Bel
A2YGOORS5N9RW8,3,expectation_deviation_belief3,1,Med,0.624964729,Bel
AIHHRINW9IN1I,3,expectation_deviation_belief3,0,Med,0.5,Bel
A3P5WIW36V70AI,2,expectation_deviation_belief3,1,Low,0.624964729,Bel
AMV1E7FFPVAW4,4,expectation_deviation_belief3,3,High,0.874894187,Bel
A3FAF93BMDJLAL,3,expectation_deviation_belief3,1,Med,0.624964729,Bel
A1TLNLB9D87H6,3,expectation_deviation_belief3,0,Med,0.5,Bel
A30UE6DWFNUCWX,4,expectation_deviation_belief3,0,High,0.5,Bel
A2MUCL20GTQJA0,3,expectation_deviation_belief3,0,Med,0.5,Bel
A2FL477TMKC91L,5,expectation_deviation_belief3,1,High,0.624964729,Bel
A3FGT6EU39C6S4,4,expectation_deviation_belief3,0,High,0.5,Bel
A2S64AUN7JI7ZS,4,expectation_deviation_belief3,0,High,0.5,Bel
A3R5OJR60C6004,4,expectation_deviation_belief3,1,High,0.624964729,Bel
A3URLNXHLP4ARU,4,expectation_deviation_belief3,1,High,0.624964729,Bel
ADZHJZ078THWQ,4,expectation_deviation_belief3,0,High,0.5,Bel
AGWWUXDX6CI38,4,expectation_deviation_belief3,1,High,0.624964729,Bel
A222R4PNCF08OF,2,expectation_deviation_belief3,1,Low,0.624964729,Bel
A2V27A9GZA1NR2,5,expectation_deviation_belief3,1,High,0.624964729,Bel
A1V1JNPU0KOA3X,3,expectation_deviation_belief3,2,Med,0.749929458,Bel
AA4O2W236E3FW,4,expectation_deviation_belief3,0,High,0.5,Bel
A98E8M4QLI9RS,3,expectation_deviation_belief3,0,Med,0.5,Bel
AXMPSUNKUBEIL,4,expectation_deviation_belief3,0,High,0.5,Bel
A3D2U4QF7821ZW,4,expectation_deviation_belief3,1,High,0.624964729,Bel
A1EUBMQ86K32XE,5,expectation_deviation_belief3,-2,High,0.250070542,Bel
AEWGY34WUIA32,4,expectation_deviation_belief3,1,High,0.624964729,Bel
A3388HIWAKD3DV,3,expectation_deviation_belief3,-1,Med,0.375035271,Bel
AZNIEFUIVB2H0,3,expectation_deviation_belief3,1,Med,0.624964729,Bel
APGX2WZ59OWDN,3,expectation_deviation_belief3,1,Med,0.624964729,Bel
A37JSOJH9695SM,5,expectation_deviation_belief3,0,High,0.5,Bel
A37OUZOGQKGMW0,4,expectation_deviation_belief3,0,High,0.5,Bel
A3QEVFM3UD67BA,4,expectation_deviation_belief3,1,High,0.624964729,Bel
A2DWPP1KKAY0HG,4,expectation_deviation_belief3,-1,High,0.375035271,Bel
AW5O1RK3W60FC,4,expectation_deviation_belief3,3,High,0.874894187,Bel
A3O0ZQMDKOKAMR,3,expectation_deviation_belief3,0,Med,0.5,Bel
A2NO3OTBZYY43Z,5,expectation_deviation_belief3,1,High,0.624964729,Bel
5d338bb02381b7001761694e,3,expectation_deviation_belief4,2,Med,0.749929458,Bel
5c57631a47a04100010da795,3,expectation_deviation_belief4,1,Med,0.624964729,Bel
5d73b97a40e4bc00019e1db8,3,expectation_deviation_belief4,2,Med,0.749929458,Bel
5d8d12f6d88e3a00142c9751,4,expectation_deviation_belief4,0,High,0.5,Bel
5a3bdd2c8d005a0001829f3e,4,expectation_deviation_belief4,0,High,0.5,Bel
5c381b1ce4dbd30001fbc9c9,1,expectation_deviation_belief4,0,Low,0.5,Bel
5d615f7632cfbd001b1b6dcb,4,expectation_deviation_belief4,0,High,0.5,Bel
5c0a696aa4e5fc0001759543,4,expectation_deviation_belief4,0,High,0.5,Bel
5db222231ff7b4000ab2cfc1,1,expectation_deviation_belief4,1,Low,0.624964729,Bel
5c223d4a4a7e1f000137e5b9,3,expectation_deviation_belief4,0,Med,0.5,Bel
5c55fec09fcbc40001dc50b5,3,expectation_deviation_belief4,0,Med,0.5,Bel
5d88db42c1d06e001a1fdcab,3,expectation_deviation_belief4,1,Med,0.624964729,Bel
5d45c2d1da9cb60015aa4312,1,expectation_deviation_belief4,0,Low,0.5,Bel
A2OVWCQ4B9AHFY,3,expectation_deviation_belief4,0,Med,0.5,Bel
5b0fa626bd9c310001568d6c,4,expectation_deviation_belief4,0,High,0.5,Bel
5a4bf09053a4560001ba0ebf,2,expectation_deviation_belief4,1,Low,0.624964729,Bel
5cf5134c8f8ff80019e76721,4,expectation_deviation_belief4,-1,High,0.375035271,Bel
5d9a09095223b6001809f1c9,3,expectation_deviation_belief4,0,Med,0.5,Bel
5dea76e109c1071948aed0ff,4,expectation_deviation_belief4,1,High,0.624964729,Bel
55ef4896b9401300137f40ac,5,expectation_deviation_belief4,-1,High,0.375035271,Bel
5dfb693a73d72487b1fe495b,5,expectation_deviation_belief4,0,High,0.5,Bel
5e121701dc79bd8a1a22ca99,4,expectation_deviation_belief4,0,High,0.5,Bel
5e683c4d6ca0f9000d3f35fe,2,expectation_deviation_belief4,1,Low,0.624964729,Bel
5dfc64647adf4b971f329cbf,4,expectation_deviation_belief4,2,High,0.749929458,Bel
5e3a7e26ca5cf328020dc4b6,2,expectation_deviation_belief4,2,Low,0.749929458,Bel
5c7cf8b58ca9000001b52f6e,4,expectation_deviation_belief4,3,High,0.874894187,Bel
5aa637861eda41000136d5d2,2,expectation_deviation_belief4,0,Low,0.5,Bel
5bf17270871dd1000197226e,3,expectation_deviation_belief4,2,Med,0.749929458,Bel
5be0a65507684000010cf0f9,4,expectation_deviation_belief4,1,High,0.624964729,Bel
5c0150326a0c6e00013c6068,2,expectation_deviation_belief4,0,Low,0.5,Bel
599eaf0fbfd73c00010ea24e,2,expectation_deviation_belief4,0,Low,0.5,Bel
5eaad5dcc2e64603e5122442,3,expectation_deviation_belief4,2,Med,0.749929458,Bel
5c3a34eebe1ddc0001aa35d6,4,expectation_deviation_belief4,0,High,0.5,Bel
5d55d562e04e1c0001f5e682,4,expectation_deviation_belief4,2,High,0.749929458,Bel
5e121b2b82a955890a9b3484,3,expectation_deviation_belief4,0,Med,0.5,Bel
A3OB6REG5CGHK1,4,expectation_deviation_belief4,1,High,0.624964729,Bel
5d5f07cdca10e90016bc0103,4,expectation_deviation_belief4,1,High,0.624964729,Bel
5ede432f75bfd1073c1501d8,4,expectation_deviation_belief4,1,High,0.624964729,Bel
5ec7ec01fc75cf27b5dd16ee,4,expectation_deviation_belief4,1,High,0.624964729,Bel
5cfc3d486e9951001a0cb8cd,4,expectation_deviation_belief4,0,High,0.5,Bel
5dcefcd0307b8d05031d7264,5,expectation_deviation_belief4,1,High,0.624964729,Bel
57e7bb4e73e67300012b8e2a,4,expectation_deviation_belief4,-1,High,0.375035271,Bel
5993020a5f49420001caf86b,5,expectation_deviation_belief4,1,High,0.624964729,Bel
5a78e410ae9a0b0001a97274,5,expectation_deviation_belief4,0,High,0.5,Bel
5bf32090a155c300016f3c06,4,expectation_deviation_belief4,0,High,0.5,Bel
5e667f3bc3f30a4050fc8f2f,3,expectation_deviation_belief4,0,Med,0.5,Bel
5e500182080ac1000b1c7315,4,expectation_deviation_belief4,0,High,0.5,Bel
58742bf5d53c97000159df8c,4,expectation_deviation_belief4,-1,High,0.375035271,Bel
5d47abcc2dc88900166f27c9,4,expectation_deviation_belief4,0,High,0.5,Bel
5ee0f5feec87fc0bc5eabdd7,4,expectation_deviation_belief4,1,High,0.624964729,Bel
5d76a776f6630c0018431c01,3,expectation_deviation_belief4,0,Med,0.5,Bel
5b5a822e1ad8270001c4f28d,4,expectation_deviation_belief4,0,High,0.5,Bel
5e6d3b17a2b73d2f7aef3d04,5,expectation_deviation_belief4,0,High,0.5,Bel
5e1b9d3d08b5ba3c86879d5b,4,expectation_deviation_belief4,0,High,0.5,Bel
5e15e63a4f40fbbd907aff1e,3,expectation_deviation_belief4,2,Med,0.749929458,Bel
5d82be0cf45ead000150f026,4,expectation_deviation_belief4,1,High,0.624964729,Bel
558acd52fdf99b65685f03d9,3,expectation_deviation_belief4,0,Med,0.5,Bel
5edc195a95d5090e1c3f91b2,4,expectation_deviation_belief4,0,High,0.5,Bel
5e39d872793a082024d9cf18,5,expectation_deviation_belief4,0,High,0.5,Bel
57dd766bbcd7150001ded5de,3,expectation_deviation_belief4,0,Med,0.5,Bel
59417543c768a500011c9731,4,expectation_deviation_belief4,1,High,0.624964729,Bel
56f0393f3f71990005d0e66d,5,expectation_deviation_belief4,0,High,0.5,Bel
5e51dfe3618c57215938d7b7,4,expectation_deviation_belief4,2,High,0.749929458,Bel
5d54b73f1c1de70015d50959,5,expectation_deviation_belief4,3,High,0.874894187,Bel
5d6141608a11df001a477fbe,5,expectation_deviation_belief4,0,High,0.5,Bel
5be781ca3b047e0001a39e47,3,expectation_deviation_belief4,0,Med,0.5,Bel
5e04446a783225ee6e9ed929,3,expectation_deviation_belief4,-1,Med,0.375035271,Bel
59a1de0cec2f75000124eeaf,5,expectation_deviation_belief4,-1,High,0.375035271,Bel
5dd3e852b988873c617cd21a,4,expectation_deviation_belief4,1,High,0.624964729,Bel
5e975ea254955d0bfe9f7929,3,expectation_deviation_belief4,0,Med,0.5,Bel
5dcf402982569a08ddd84086,4,expectation_deviation_belief4,0,High,0.5,Bel
5dcf7b49523df00ae9c4e07e,3,expectation_deviation_belief4,-1,Med,0.375035271,Bel
5ed17af75957f60d040e3f34,5,expectation_deviation_belief4,0,High,0.5,Bel
5edd13e3858a15a07241964b,3,expectation_deviation_belief4,3,Med,0.874894187,Bel
578673a9275be6000135880e,2,expectation_deviation_belief4,1,Low,0.624964729,Bel
5ecc6fb87c7c7646490f3cf8,3,expectation_deviation_belief4,1,Med,0.624964729,Bel
58effc65c31d4d00015aa5b9,2,expectation_deviation_belief4,0,Low,0.5,Bel
5e416e22fb96eb000b3fe2a8,4,expectation_deviation_belief4,2,High,0.749929458,Bel
5c43349027bb0d0001282427,2,expectation_deviation_belief4,0,Low,0.5,Bel
5c2cdb4e213a1a0001b9c475,3,expectation_deviation_belief4,0,Med,0.5,Bel
5eb2d579ed24d507082b07a2,5,expectation_deviation_belief4,1,High,0.624964729,Bel
5dc1cd625fd2031344dfe43d,2,expectation_deviation_belief4,0,Low,0.5,Bel
5b97f8988ae8150001c7a887,4,expectation_deviation_belief4,1,High,0.624964729,Bel
5c5fc78e96dff400013607a5,4,expectation_deviation_belief4,0,High,0.5,Bel
5c804f4092ad770015846011,3,expectation_deviation_belief4,0,Med,0.5,Bel
5d2e56ae72b6780001c66698,2,expectation_deviation_belief4,0,Low,0.5,Bel
5d82d28977546f00166ae702,4,expectation_deviation_belief4,0,High,0.5,Bel
5a9262251eda410001360b2c,3,expectation_deviation_belief4,1,Med,0.624964729,Bel
5ea492e3b1b3620a6fee3b90,3,expectation_deviation_belief4,-1,Med,0.375035271,Bel
59e833e72f63d30001c8fb86,4,expectation_deviation_belief4,3,High,0.874894187,Bel
5c71b63c4aa8ec0001f2bfc4,3,expectation_deviation_belief4,0,Med,0.5,Bel
5dc4175e3317732e53467e8b,3,expectation_deviation_belief4,-1,Med,0.375035271,Bel
59658491b9153e0001617465,2,expectation_deviation_belief4,0,Low,0.5,Bel
5c9ebf067114700016da2813,3,expectation_deviation_belief4,0,Med,0.5,Bel
5eca8de81197051fa92b5a6a,4,expectation_deviation_belief4,1,High,0.624964729,Bel
57b60487e5b60d0001083aea,2,expectation_deviation_belief4,0,Low,0.5,Bel
5d1beb9c9e033e0017a725dc,3,expectation_deviation_belief4,0,Med,0.5,Bel
5dee72917309b950e5262f3a,5,expectation_deviation_belief4,0,High,0.5,Bel
56d0f57421cd29000a9737e4,4,expectation_deviation_belief4,-1,High,0.375035271,Bel
5ec75df0d799ae1c11a8115c,4,expectation_deviation_belief4,1,High,0.624964729,Bel
5e65c211b45c6432d8227e4c,3,expectation_deviation_belief4,-1,Med,0.375035271,Bel
5c6a3c721519ac0001668582,4,expectation_deviation_belief4,0,High,0.5,Bel
5dc1eb838a84461511b3cd73,3,expectation_deviation_belief4,0,Med,0.5,Bel
5cd062370081a60017789079,4,expectation_deviation_belief4,1,High,0.624964729,Bel
5dc8d8b90a0b38630af7a0ba,4,expectation_deviation_belief4,0,High,0.5,Bel
5d6ef023cfe0a400198f911e,5,expectation_deviation_belief4,0,High,0.5,Bel
5beb8419aec9ef0001e9d5fb,3,expectation_deviation_belief4,0,Med,0.5,Bel
5ea8fe56a6d1a135a5a442cd,4,expectation_deviation_belief4,2,High,0.749929458,Bel
5c9a7872e2a8d00001585513,2,expectation_deviation_belief4,0,Low,0.5,Bel
5c05ff644c14cf00019db0a9,4,expectation_deviation_belief4,2,High,0.749929458,Bel
5d847ac9be4b0b00188463d7,3,expectation_deviation_belief4,0,Med,0.5,Bel
5eb33612d573b51326905f30,3,expectation_deviation_belief4,1,Med,0.624964729,Bel
5c90094e71f3100016181ea9,3,expectation_deviation_belief4,2,Med,0.749929458,Bel
5e82cbf3469f74a0b6d0fd29,3,expectation_deviation_belief4,0,Med,0.5,Bel
5d0d16d991270800010b7dd7,4,expectation_deviation_belief4,2,High,0.749929458,Bel
5daa18ed95be5f00133609e8,4,expectation_deviation_belief4,0,High,0.5,Bel
5e6027f12036113753519c82,4,expectation_deviation_belief4,1,High,0.624964729,Bel
5b619b6c5256470001bcf992,3,expectation_deviation_belief4,-2,Med,0.250070542,Bel
5e35d4a59d323458753819d2,4,expectation_deviation_belief4,0,High,0.5,Bel
595b93be7882150001240e21,4,expectation_deviation_belief4,0,High,0.5,Bel
5e37b3d7abde98738c0f1e7c,3,expectation_deviation_belief4,0,Med,0.5,Bel
5e29ada5d441690127fb5748,3,expectation_deviation_belief4,-1,Med,0.375035271,Bel
5e84b8443f064006f1b5215c,4,expectation_deviation_belief4,-3,High,0.125105813,Bel
5dcca657854936945d68eaa9,3,expectation_deviation_belief4,1,Med,0.624964729,Bel
5cd321750316ed0017c81bcd,3,expectation_deviation_belief4,0,Med,0.5,Bel
5b4d39f2d4c93b00019c8217,3,expectation_deviation_belief4,-1,Med,0.375035271,Bel
55b9a9b0fdf99b6906d2aba4,4,expectation_deviation_belief4,0,High,0.5,Bel
58a43e029a17120001d910d5,3,expectation_deviation_belief4,3,Med,0.874894187,Bel
5edeb3b209233c154f4d552a,3,expectation_deviation_belief4,1,Med,0.624964729,Bel
5d9f8573ce3daf0015e3e400,3,expectation_deviation_belief4,0,Med,0.5,Bel
5de1986c040f531f97eb6092,3,expectation_deviation_belief4,0,Med,0.5,Bel
5490c822fdf99b71ba910e1a,1,expectation_deviation_belief4,2,Low,0.749929458,Bel
5831f08ebfb3b400015a6ad4,3,expectation_deviation_belief4,1,Med,0.624964729,Bel
5e6690ca0ef3a301da87b4d9,4,expectation_deviation_belief4,0,High,0.5,Bel
5e9b621702bbdc069b2496c4,2,expectation_deviation_belief4,0,Low,0.5,Bel
5e6989bc651f7d241449fccf,5,expectation_deviation_belief4,1,High,0.624964729,Bel
5e8537fe23609011fe987ca7,4,expectation_deviation_belief4,0,High,0.5,Bel
5ea997837d28170bc5125c56,3,expectation_deviation_belief4,1,Med,0.624964729,Bel
5d378df21acda30001e7191e,4,expectation_deviation_belief4,0,High,0.5,Bel
5cc1e9161758c700138de977,3,expectation_deviation_belief4,0,Med,0.5,Bel
5c82a8cdfff8430015e9942f,4,expectation_deviation_belief4,0,High,0.5,Bel
5c925b0fb138fe0014e4036b,4,expectation_deviation_belief4,0,High,0.5,Bel
5e5ab88a43f33029b119a48c,5,expectation_deviation_belief4,1,High,0.624964729,Bel
5e19c8d1477f3b24e0ac5efa,4,expectation_deviation_belief4,2,High,0.749929458,Bel
5a212dcc7b108200011e040c,3,expectation_deviation_belief4,0,Med,0.5,Bel
5c27f83289f035000174a168,4,expectation_deviation_belief4,0,High,0.5,Bel
5ed081544e61f3163c036286,4,expectation_deviation_belief4,2,High,0.749929458,Bel
5d6d6412f570e000184cf48b,3,expectation_deviation_belief4,2,Med,0.749929458,Bel
5bddf0f876219d00014b145e,4,expectation_deviation_belief4,-1,High,0.375035271,Bel
5dacf17a6f11e500163e3bc4,2,expectation_deviation_belief4,-1,Low,0.375035271,Bel
5e4af9e73485dd000c99724e,5,expectation_deviation_belief4,0,High,0.5,Bel
5bcb229aa8920a00013060fa,3,expectation_deviation_belief4,0,Med,0.5,Bel
5b15307351caaf0001228d9b,3,expectation_deviation_belief4,3,Med,0.874894187,Bel
5cb9bc10e50fe5001746c43b,4,expectation_deviation_belief4,1,High,0.624964729,Bel
5a0d9553fe645f0001e9f852,3,expectation_deviation_belief4,0,Med,0.5,Bel
5c03217b1a20110001e979f0,4,expectation_deviation_belief4,0,High,0.5,Bel
5ec12ad1759b78000a4f9965,5,expectation_deviation_belief4,0,High,0.5,Bel
5e552a5e45774651f60e62b3,3,expectation_deviation_belief4,2,Med,0.749929458,Bel
5dc1c27fb3e5c212018d9e33,4,expectation_deviation_belief4,1,High,0.624964729,Bel
5ec2f967fa87231315e8b60c,3,expectation_deviation_belief4,0,Med,0.5,Bel
5e5b0bcc7a584430eb8bea65,4,expectation_deviation_belief4,0,High,0.5,Bel
5c971acab18d000001e1afd7,1,expectation_deviation_belief4,3,Low,0.874894187,Bel
5e815773285d3883ba2fbbcf,3,expectation_deviation_belief4,-1,Med,0.375035271,Bel
5eb1bc2b9d57e52f90d13214,3,expectation_deviation_belief4,2,Med,0.749929458,Bel
5b5c8d4e10aec90001ed4bee,4,expectation_deviation_belief4,0,High,0.5,Bel
5d63179aa3b94d0001da4bb6,3,expectation_deviation_belief4,0,Med,0.5,Bel
5c742339e621f900163f4543,4,expectation_deviation_belief4,1,High,0.624964729,Bel
583b397f54686200010f1d20,5,expectation_deviation_belief4,0,High,0.5,Bel
59dc458f77860e000151240e,4,expectation_deviation_belief4,0,High,0.5,Bel
5b76ce43bfc4cb0001f2c4c3,4,expectation_deviation_belief4,-1,High,0.375035271,Bel
5e80d8569d1bdf03449b0c2e,3,expectation_deviation_belief4,-1,Med,0.375035271,Bel
5e175705cfe8dc000b559793,3,expectation_deviation_belief4,1,Med,0.624964729,Bel
5ddae85b393bd3a44d7cbaaa,4,expectation_deviation_belief4,0,High,0.5,Bel
5e1797da928b15062260e30e,4,expectation_deviation_belief4,0,High,0.5,Bel
5d612ae16512d700159face7,5,expectation_deviation_belief4,1,High,0.624964729,Bel
55ddb84550a1f7000b90d65a,3,expectation_deviation_belief4,0,Med,0.5,Bel
5e27868c5cbbcc0b3599574b,1,expectation_deviation_belief4,0,Low,0.5,Bel
5c871f91e769f8000178afc8,1,expectation_deviation_belief4,0,Low,0.5,Bel
5d461284d9b0690001720f6d,3,expectation_deviation_belief4,2,Med,0.749929458,Bel
5e83abb4e0a2e40fd565226d,3,expectation_deviation_belief4,1,Med,0.624964729,Bel
5c28113978fad50001932f58,4,expectation_deviation_belief4,0,High,0.5,Bel
5e78bf026d9a62443b9d5b74,4,expectation_deviation_belief4,0,High,0.5,Bel
5dba287f9653e80734e335d7,4,expectation_deviation_belief4,0,High,0.5,Bel
58f10189738cac000116d3ab,4,expectation_deviation_belief4,3,High,0.874894187,Bel
5ee3c01c7247c006e9a3f4fd,4,expectation_deviation_belief4,1,High,0.624964729,Bel
59f226a9d6380600018b2923,3,expectation_deviation_belief4,0,Med,0.5,Bel
5a6f1ccade1f390001dbd8b7,5,expectation_deviation_belief4,0,High,0.5,Bel
5e7daa886c123242e86c8138,4,expectation_deviation_belief4,0,High,0.5,Bel
5ee64e85c682de3a880579c6,5,expectation_deviation_belief4,0,High,0.5,Bel
A1PAY3X73PQ16S,4,expectation_deviation_belief4,0,High,0.5,Bel
5c92870723bd7e001870138e,3,expectation_deviation_belief4,0,Med,0.5,Bel
5d30a193b2cfe00017231a93,4,expectation_deviation_belief4,1,High,0.624964729,Bel
5d4c7ac3e8ec490018b0050d,3,expectation_deviation_belief4,0,Med,0.5,Bel
5e84253b26729e1847f16611,2,expectation_deviation_belief4,-1,Low,0.375035271,Bel
5c70852d7826350001565ce4,3,expectation_deviation_belief4,0,Med,0.5,Bel
5c40e7d99d27f00001159a65,1,expectation_deviation_belief4,0,Low,0.5,Bel
5ab84333f69e940001d8f0af,2,expectation_deviation_belief4,0,Low,0.5,Bel
5de82c263aa2777a36b996b2,4,expectation_deviation_belief4,1,High,0.624964729,Bel
5dd5db1ded7ea4574c7bc996,2,expectation_deviation_belief4,1,Low,0.624964729,Bel
5d8c46cc53b833001a4bf916,3,expectation_deviation_belief4,1,Med,0.624964729,Bel
5e606b1eaf84e83c728748d7,3,expectation_deviation_belief4,1,Med,0.624964729,Bel
5ec46d59c1c5e016fafe11d6,2,expectation_deviation_belief4,0,Low,0.5,Bel
5ea90a840928983752c88275,2,expectation_deviation_belief4,0,Low,0.5,Bel
5e6ef5fbf14d264ae2ef3867,4,expectation_deviation_belief4,0,High,0.5,Bel
5bd9f569eb22f2000183df4e,4,expectation_deviation_belief4,0,High,0.5,Bel
5ee6706034f12e3d82d952aa,4,expectation_deviation_belief4,0,High,0.5,Bel
5ec6c96f5b660e0f25ea094c,2,expectation_deviation_belief4,1,Low,0.624964729,Bel
