prev_SubjectID_Prolific_MTurk,prev_pca_score,curr_pca_score,NA_mean_expectation_deviation_experience,Q3,Q4,Q6,Q7
5c55fec09fcbc40001dc50b5,-1.0225396153811346,-3.4971526160813653,-0.0588235294117647,2,4,2,3
5c57022635a46a0001682961,NA,NA,NA,NA,NA,NA,NA
5c5732a80a537a00019ea4eb,NA,-4.816884652128208,0.5882352941176471,1,2,2,3
5c57631a47a04100010da795,-3.1117795419958556,-3.626183021182376,NA,3,4,2,4
5c57c06ed05b82000139682e,NA,-1.5528587411826649,NA,2,3,3,5
5c586f5eee248f00016b7fe7,-1.6642355007802676,-2.357418093752377,NA,4,4,3,4
5c58e01e6f4ec5000164c35a,NA,4.553009110096285,0.35294117647058826,2,2,1,1
5c5a01abe5326a00018596b5,-0.6205649480503882,NA,NA,NA,NA,NA,NA
5c5aecc774a76f0001a25ced,NA,3.7098031289022897,NA,3,4,2,3
5c5deed04ee81200018ebb4a,NA,-1.4592236534909542,0.9411764705882352,3,4,4,4
5c5fc78e96dff400013607a5,-3.9558246267179737,-2.9772410587046236,NA,2,3,3,3
5c607b7a9cf8fb000199e489,-0.13387271174081397,NA,NA,NA,NA,NA,NA
5c6319a0b73d590001ae789d,NA,5.723719401354168,0.29411764705882354,3,5,3,4
5c672e1a23f6300001381bcc,2.104230434539517,NA,NA,NA,NA,NA,NA
5c6a36214fbf270001311702,-3.567058043922921,1.1984947033592928,-0.2352941176470588,3,5,4,5
5c6a3c721519ac0001668582,2.296292832929193,-0.7531545650927173,NA,3,5,1,5
5c6aecbad0fb370001731cac,NA,0.8873793544195838,NA,3,3,4,5
5c6b2f0d5b27b00001a3561f,6.708555697489167,1.8341116799100632,NA,3,4,4,5
5c6c6a5e85108c00012b0e6e,NA,NA,NA,NA,NA,NA,NA
5c6d590ca190e0000103ec5f,NA,-2.1646048854119417,-0.4705882352941176,2,5,3,5
5c6f1611922d7a00017cb800,3.354295539344327,NA,NA,NA,NA,NA,NA
5c70852d7826350001565ce4,-5.028110503118391,-5.028110503118391,NA,1,1,3,3
5c71b63c4aa8ec0001f2bfc4,-0.05525816714547451,2.3137004776114205,NA,3,4,3,5
5c720c7278263500015665f9,NA,-5.296778735537295,NA,1,3,2,3
5c742339e621f900163f4543,-3.5128494476205336,-4.154733765792857,NA,3,4,2,3
5c770b456fa7560015823cfb,NA,NA,NA,NA,NA,NA,NA
5c78b032419dcc0014119082,NA,NA,NA,NA,NA,NA,NA
5c797e227fd8050001c3fe07,3.0055255485856263,NA,NA,NA,NA,NA,NA
5c7a94dc8fbcb100146b6dc7,-3.4717558367829335,-1.33007758517112,NA,2,5,3,5
5c7cf8b58ca9000001b52f6e,2.3999296208586536,-3.1855376747399737,NA,1,5,1,5
5c7d59f5d454af00160e34d2,-0.6001152885599688,NA,NA,NA,NA,NA,NA
5c7d68e94660bf0001c73412,-1.9095658807811804,NA,NA,NA,NA,NA,NA
5c7dcd11f066ff001568e56a,NA,3.4227061873847653,NA,2,5,2,4
5c7ff86348022a0017755632,-1.8914593141413845,NA,NA,NA,NA,NA,NA
5c801cd6aaf2af0016478e6f,-1.4013706128569572,-1.077754747621863,NA,3,4,3,4
5c804f4092ad770015846011,-1.1255783040715943,0.2943712390602919,NA,5,5,4,4
5c82656bed1753001581fd1e,-3.3837408898457166,-5.366332508318017,-0.5882352941176471,1,3,3,5
5c82a8cdfff8430015e9942f,-3.3595335805964415,-4.671995858909969,NA,2,3,2,4
5c82d0ac51b0e00015cbd2fc,NA,0.6085794287746125,NA,3,4,4,5
5c83f1ed20b39a001440b6b1,NA,5.722830461608469,1.3529411764705883,2,5,3,4
5c8676deddda2d00012ad386,-3.814355012251287,0.8469742433113419,NA,3,4,3,5
5c86d28e29e4730011a00010,NA,NA,NA,NA,NA,NA,NA
5c871f91e769f8000178afc8,0.04320225485519383,5.217588615832881,NA,1,2,2,4
5c8843a1c0d9330001867886,NA,NA,NA,NA,NA,NA,NA
5c889a24d245310001683faa,-0.7073293822085274,NA,NA,NA,NA,NA,NA
5c8e1af5c6e10f00010d6212,10.76873188729071,11.460602278310878,NA,5,5,3,3
5c90094e71f3100016181ea9,0.06451082117348433,-2.8350856819723385,NA,2,4,3,5
5c925b0fb138fe0014e4036b,-4.3949190261118245,-5.515300085034688,NA,1,1,2,3
5c926fde01779a001632205d,NA,NA,NA,NA,NA,NA,NA
5c92870723bd7e001870138e,-4.290058706004101,-2.3406100337407727,NA,3,5,3,4
5c92cda483617d0010bef1b8,2.9649711169782473,1.7002164417257264,NA,3,3,3,3
5c935d881754ba001b25697a,0.3958204114447368,0.41523648405582103,NA,2,3,3,4
5c9527e29e4f7400011e1571,NA,-3.3616039464336,NA,3,4,3,4
5c971acab18d000001e1afd7,-1.7690396591951647,-3.500675021348127,0.17647058823529413,3,4,3,5
5c9a7872e2a8d00001585513,0.764318734842092,0.27877590822373616,NA,4,5,3,4
5c9ebf067114700016da2813,-2.655571982180743,-1.910123349374058,NA,2,3,2,4
5ca227b36b36c400013ce15a,-5.0385627415046645,NA,NA,NA,NA,NA,NA
5ca272f5caf59c0001a942cb,4.322031953012321,1.165682590205382,NA,4,4,4,5
5ca43f9a45fea20001d84b06,0.859418890439796,NA,NA,NA,NA,NA,NA
5caa8efdf9a1bd0001ada0de,-3.1882162588671035,NA,NA,NA,NA,NA,NA
5cb128db0d14d3001838eef5,-3.544946382520693,NA,NA,NA,NA,NA,NA
5cb4c1001284e3001504f24d,-3.4984171077794857,NA,NA,NA,NA,NA,NA
5cb52a1e33f33d0001249130,NA,-4.786272184830864,NA,3,4,2,2
5cb8cffaf162a30001e60d45,-5.793760367024573,NA,NA,NA,NA,NA,NA
5cb9bc10e50fe5001746c43b,4.164131717575022,3.0590479226097105,NA,3,4,4,5
5cb9ca6814b3cb0017e4f7dd,1.5969813815381604,1.0369194620251172,-0.2352941176470588,3,5,2,3
5cbb78d664170f00011d7c4f,NA,NA,NA,NA,NA,NA,NA
5cc166b25899270017dd60e2,-0.9147249867029804,NA,NA,NA,NA,NA,NA
5cc1e9161758c700138de977,-1.3087640241095304,0.8756770580345155,NA,3,3,3,3
5cc30e28b007870017d1867c,NA,NA,NA,NA,NA,NA,NA
5cc627d13e74d8001719a09e,-3.0983757933219644,NA,NA,NA,NA,NA,NA
5cc70e0861e0b90001c54b87,-0.7092445244091345,NA,NA,NA,NA,NA,NA
5cc8a857a896840001a1601f,-2.9733707935675535,NA,NA,NA,NA,NA,NA
5cce948c6e2d5800183ede3c,4.748347120570127,NA,NA,NA,NA,NA,NA
5cd062370081a60017789079,-4.586622180454047,-5.305639921685311,NA,3,4,3,5
5cd321750316ed0017c81bcd,8.73883982775553,3.770420944199973,NA,2,5,3,5
5cd35951e6c5fd0001742144,0.894383484754915,NA,NA,NA,NA,NA,NA
5cd393e40ced9200010b2e9c,1.41721303698149,NA,NA,NA,NA,NA,NA
5cd5de865d38ca0015bb0188,-2.9754431971663338,NA,NA,NA,NA,NA,NA
5cd7cd430d88890001038b9c,-0.26047611638727486,NA,NA,NA,NA,NA,NA
5cdcd4ca9f75db0001411660,3.4290247506239995,5.284434273505636,NA,2,4,3,5
5ce437d942c542001a3438a5,2.8031506833186257,NA,NA,NA,NA,NA,NA
5cec2163d439ae0016596611,NA,-5.087860983190033,NA,1,2,3,4
5ceff2032de4e90015c822c4,-2.035827399839562,-2.4163754286288066,0.1176470588235294,2,4,2,4
5cf037336cf5a30001f902d3,-2.9654033052654833,NA,NA,NA,NA,NA,NA
5cf21b7b2456d90001ee8e40,3.653793476550442,2.5450951539814515,NA,2,5,3,4
5cf36ac730eedd00176bc118,NA,NA,NA,NA,NA,NA,NA
5cf5134c8f8ff80019e76721,-0.93077665569844,-4.412000202758382,NA,2,5,2,3
5cf7bfff528ef50001e96f69,-0.11232907839555512,0.2365934895314056,NA,3,4,3,4
5cf81f674bb40600014c5d09,2.6701241328107916,NA,NA,NA,NA,NA,NA
5cfa6dcc3066e60001d77aa8,1.1036284026327698,NA,NA,NA,NA,NA,NA
5cfab3d85ff44e001aaaa079,NA,NA,NA,NA,NA,NA,NA
5cfbdcec8483c6001930c1b1,-4.225255090392135,-5.7105404858996955,1.411764705882353,2,3,3,5
5cfc09ff7534f400013f4589,4.341506565799543,NA,NA,NA,NA,NA,NA
5cfc3d486e9951001a0cb8cd,-4.42262628971605,-3.966501883389583,NA,1,2,2,3
5cfdd7d53ca1bb00011030d4,NA,-1.7995371006166925,1,3,4,3,3
5cfe852ea1b83900013cb4f2,7.32413114991308,NA,NA,NA,NA,NA,NA
5cfea2427b91e70001423ffb,-2.7051796139391535,-4.494015178601267,NA,1,4,3,5
5d003450f641130018828b8e,NA,-3.988305138214678,NA,3,5,2,5
5d02436233ef7200190d44df,-4.370030345996657,NA,NA,NA,NA,NA,NA
5d045502bdeaa5000165e935,-2.938468353930543,-2.973995395356032,NA,4,3,4,4
5d0c348daf24de00172ea947,-2.4110777598818944,NA,NA,NA,NA,NA,NA
5d0d16d991270800010b7dd7,-5.153348694176141,-4.268976598435203,0.9411764705882352,1,3,3,4
5d0e9d1bf403080016411381,-1.5102495947140426,-1.944499611226981,NA,2,4,2,3
5d0eb5c9b8188e0001a52b29,2.9200419589020425,NA,NA,NA,NA,NA,NA
5d1007b4017b2a000179ead2,7.151248294418293,NA,NA,NA,NA,NA,NA
5d125abefc92e30018a7b9b8,-2.7432419879969294,NA,NA,NA,NA,NA,NA
5d14445a4e1adb0001bff411,-2.8065713156542156,NA,NA,NA,NA,NA,NA
5d14cea059c33d0001f19bb3,2.114490336092288,-1.5345496959439495,NA,1,3,3,4
5d1555fe628de0001966c2fa,3.220067096479208,NA,NA,NA,NA,NA,NA
5d1564adca9c540019071eaf,-2.003932712338617,NA,NA,NA,NA,NA,NA
5d1618630b1f87001715eca7,-1.8693122030232836,-0.27706148604405556,NA,4,5,3,5
5d1beb9c9e033e0017a725dc,0.858587777471178,0.9858548364096842,NA,4,5,1,2
5d1cf86b74a06a0019e3079c,-1.250150570691987,NA,NA,NA,NA,NA,NA
5d1d3f10d5669200017b4e46,NA,0.5749436626826632,NA,4,5,3,3
5d204134abea8100173fa8a4,0.5953031984882237,-0.4167466834236274,0.35294117647058826,1,4,2,5
5d206e075278fa001848134d,2.2273627878357467,NA,NA,NA,NA,NA,NA
5d216c25db936c0001be791f,0.9267947943078798,NA,NA,NA,NA,NA,NA
5d229433f9b71c00010853ed,NA,NA,NA,NA,NA,NA,NA
5d240891c6ed280015b390fd,-3.6604289323492423,NA,NA,NA,NA,NA,NA
5d254db8bb2e30001933fe36,NA,-3.825543447177128,0.29411764705882354,2,3,3,5
5d256c9b3eee7d001541a073,NA,-3.692596263509063,NA,3,5,2,2
5d264dc7e4a0cb001a3efea6,NA,-1.8812276043875176,-0.35294117647058826,4,5,2,4
5d26aaf4665b0a00174b8f03,-3.169570185184253,NA,NA,NA,NA,NA,NA
5d277c0e28429200011c4fda,-3.6507096759108584,NA,NA,NA,NA,NA,NA
5d28ff41f33799000156b08d,2.837765167138805,NA,NA,NA,NA,NA,NA
5d2937c8608cc7001a06fca2,NA,NA,NA,NA,NA,NA,NA
5d2e1c52c3651500159f0a69,-4.821443778392403,NA,NA,NA,NA,NA,NA
5d2e56ae72b6780001c66698,3.7277566871953582,5.750150191340286,NA,3,3,3,5
5d305152b2cfe00019231a2a,NA,1.745241324774481,NA,3,5,3,5
5d30a193b2cfe00017231a93,-5.307881789799154,-5.350953782400629,NA,3,5,3,5
5d31dc30c1624a00013e4ad0,1.7407671937691926,NA,NA,NA,NA,NA,NA
5d329756062745001921494a,NA,3.026238988504078,NA,4,5,2,4
5d338bb02381b7001761694e,-2.919425845265032,-2.164166811459547,0.2352941176470588,2,4,3,5
5d344bd3b0f315001a122275,-4.157416638631525,-4.594313513140609,NA,2,3,3,4
5d3532fb6178c20018195407,NA,NA,NA,NA,NA,NA,NA
5d36272bbfc259001911bf25,NA,NA,NA,NA,NA,NA,NA
5d377f6d61a92e001ac7c308,NA,NA,NA,NA,NA,NA,NA
5d378df21acda30001e7191e,0.2343099568440302,-2.6419011174213027,NA,1,4,2,4
5d3a10f0708b4f0001aa2513,2.5409090922931337,NA,NA,NA,NA,NA,NA
5d3e7646a364b40016b7aae2,NA,NA,NA,NA,NA,NA,NA
5d3f6c700bd40e001cf67d98,-1.9786386339439803,NA,NA,NA,NA,NA,NA
5d4074ba170d4d0017b88a6c,-4.212229438834485,NA,NA,NA,NA,NA,NA
5d40ee5f4994c40015e4b8c9,-0.718891806470742,NA,NA,NA,NA,NA,NA
5d41ee2257382300015d1560,-3.6292373842353656,NA,NA,NA,NA,NA,NA
5d453e8723a5bb0001492546,NA,-2.951785926862212,NA,2,4,3,4
5d45c2d1da9cb60015aa4312,-2.910440976645079,-3.9477503437622294,NA,2,3,2,4
5d45d08eeb7056001523f7b2,-0.2850293663214809,NA,NA,NA,NA,NA,NA
5d461284d9b0690001720f6d,-4.094740973207734,-4.875504543322899,NA,1,2,3,5
5d461ca8597d3a001694dd9f,NA,NA,NA,NA,NA,NA,NA
5d4702f04f947a0001181420,-0.8701744324499613,-1.2470833796116494,0.17647058823529413,2,2,3,4
5d4747fb1274770001916681,NA,NA,NA,NA,NA,NA,NA
5d478068ff3efc001a89d7de,NA,7.395544420044917,NA,4,5,3,3
5d47abcc2dc88900166f27c9,1.323985722551969,-1.7201124122296658,NA,3,5,3,5
5d48b7ecfdaaad00180ed893,1.910289077926838,NA,NA,NA,NA,NA,NA
5d48ef8e539810000118bf66,NA,NA,NA,NA,NA,NA,NA
5d4a41890e604c00011ade8b,-2.2903553442765823,-2.478946572269355,NA,2,4,2,4
5d4b265b72db9d0015e8aac6,NA,-0.33999802887654496,NA,3,4,3,4
5d4c77a6fed3240001eacaac,NA,NA,NA,NA,NA,NA,NA
5d4c7ac3e8ec490018b0050d,5.967870124077052,4.447586154794153,NA,3,5,4,5
5d4c899338e4c5001771e16f,2.1829034580014537,NA,NA,NA,NA,NA,NA
5d4e24cdcc0b630001a2698d,NA,4.645673218611127,NA,3,4,3,4
5d50567697082b0018f7f481,-3.7655769253675713,NA,NA,NA,NA,NA,NA
5d5067b25371ae00191f69c4,1.3273484599212535,-0.7982121473208246,NA,4,5,4,4
5d54b73f1c1de70015d50959,-3.020822332839951,-1.461100585951725,NA,3,5,3,5
5d558ebe886e3f0020e90fce,2.338265764984243,-0.28678371474668596,NA,2,4,3,4
5d55d562e04e1c0001f5e682,-4.949344723024874,-5.696134545023021,NA,1,4,3,4
5d5ae149f2c7fc0001d01b2f,0.5081511735068159,NA,NA,NA,NA,NA,NA
5d5af5b5bb10640016afd0ae,-4.522467929850353,NA,NA,NA,NA,NA,NA
5d5b7e9d47c19900019db3c3,-2.7000536219640816,NA,NA,NA,NA,NA,NA
5d5c265773125e001af7f4cf,-0.9030701968858872,-4.9627629669650535,NA,2,3,1,4
5d5e4baff521f100166c5d3a,NA,NA,NA,NA,NA,NA,NA
5d5eeb06d8bcde00162d73f1,4.580631960719897,6.938558683008109,NA,3,5,3,4
5d5f07cdca10e90016bc0103,-4.807037837515729,-5.11594427554896,NA,2,4,3,4
5d5f31230fc94a001c632b69,NA,-0.2587973378222886,NA,3,4,3,5
5d5fa32a0fc94a0001632ac7,1.927082260303086,2.3460432452292737,NA,2,4,2,3
5d612ae16512d700159face7,-4.7349210106527115,-4.837967360939044,0.6470588235294118,2,2,3,4
5d6141608a11df001a477fbe,-5.412265414113438,-4.494578226165201,3.411764705882353,4,5,5,5
5d615f7632cfbd001b1b6dcb,-5.61292590703624,-5.61292590703624,NA,1,2,2,2
5d62935aacd67c0015b06e8d,3.7039883753844256,0.6908731150451897,NA,1,5,1,5
5d63179aa3b94d0001da4bb6,-3.9435510424605393,-4.8488670953683135,NA,3,5,2,3
5d6325d535218100017210a2,NA,NA,NA,NA,NA,NA,NA
5d6394518df2870001a74b42,6.512558099447141,2.522264692511509,NA,5,5,3,5
5d66ea7549716000187f26af,4.1433679751593315,4.280178717592539,NA,2,4,2,3
5d6d6412f570e000184cf48b,6.314203836945559,0.8929764661979102,NA,2,5,1,3
5d6d73808961b000011473ba,-4.225255090392135,NA,NA,NA,NA,NA,NA
5d6edb6ada16690017c9b828,-1.888166314279595,-2.831555292740278,NA,3,5,3,3
5d6ee5be1b9e630019c2e777,NA,NA,NA,NA,NA,NA,NA
5d6ef023cfe0a400198f911e,-4.349225397846801,-3.441955678428408,NA,4,5,3,4
5d6f19c70d5586001a769d35,NA,NA,NA,NA,NA,NA,NA
5d6fbd3f9ba41b0018d20082,-4.663023443108609,-5.484853928991342,NA,2,4,2,4
5d71b08b11591c00012745f9,1.7018170429533803,NA,NA,NA,NA,NA,NA
5d73b97a40e4bc00019e1db8,-3.943397083122119,-4.54926736275477,NA,1,3,2,4
5d74001d391b6600175f433b,NA,-4.0159865883037975,NA,2,3,3,5
5d76a776f6630c0018431c01,-2.6010268836607304,-3.6773856612158538,NA,1,4,3,5
5d78647e4dadc9001a3e34dd,3.890738958353401,-2.0796459068985724,NA,1,3,3,4
5d7a66f0af1dc10001d9cc50,-5.793760367024573,NA,NA,NA,NA,NA,NA
5d7af4ee784e52001b9b02da,3.353995383864227,0.25988802659953536,NA,3,3,3,3
5d7b2e78698dea001853b5ec,3.2405270425863466,1.6470376943721556,NA,3,4,4,4
5d7d7cc98d2d1f00180ca475,-4.174890558329745,NA,NA,NA,NA,NA,NA
5d7e45cdf1cf8f00156664ba,NA,NA,NA,NA,NA,NA,NA
5d80634181aa40001819e755,1.1705884231865895,NA,NA,NA,NA,NA,NA
5d82780919c8110001634e63,3.581363013418902,NA,NA,NA,NA,NA,NA
5d82be0cf45ead000150f026,-5.793760367024573,-4.872567493240808,NA,2,4,3,5
5d82d28977546f00166ae702,-3.1311233385174257,-1.4026020831975672,0.29411764705882354,2,3,3,4
5d83d2f1ae7a8b00017ec6a9,2.7977165138168085,-1.4732367036645833,-0.2352941176470588,2,4,3,3
5d847ac9be4b0b00188463d7,-1.9733046739857316,0.04311682839553649,NA,2,4,3,5
5d849ee0a954540019f513dd,NA,-2.0441694700623536,NA,3,5,4,5
5d88db42c1d06e001a1fdcab,-4.713545069215175,-4.600268226180376,NA,2,4,3,5
5d8920e271341d000199fe7e,-3.829119710224488,NA,NA,NA,NA,NA,NA
5d8927d21571f4001c8ce125,3.6111602260792752,4.797224600304286,NA,4,3,5,4
5d8c46cc53b833001a4bf916,-0.14267380073144953,-0.5620062250805775,0.4705882352941176,2,4,2,5
5d8cf61c8057a8001b0569be,-2.8902279924392755,NA,NA,NA,NA,NA,NA
5d8d1125381d43001936e5a9,NA,NA,NA,NA,NA,NA,NA
5d8d12f6d88e3a00142c9751,2.693024184673195,0.7852542404303702,NA,3,5,4,5
5d8d1d5eacc6cc00144a27d7,NA,NA,NA,NA,NA,NA,NA
5d8e1f2e21305a0015574230,NA,NA,NA,NA,NA,NA,NA
5d8e3cd58c996a00138f684c,-4.920277718475467,NA,NA,NA,NA,NA,NA
5d8fea94efcbb5001756364b,NA,-2.5057787190474716,NA,3,3,5,4
5d9373b0e04970001ab482da,-4.923266433927318,-5.0876127365613755,NA,1,5,2,5
5d93c9c410165c0015326102,0.7531623376490837,-3.059133730331439,NA,2,4,2,3
5d93e5a70afc070015173b91,NA,NA,NA,NA,NA,NA,NA
5d94794a521f890016f93604,NA,-0.03503128747861666,NA,1,5,3,5
5d982f9b9fcbb7032d1bbcb8,4.680177559620159,NA,NA,NA,NA,NA,NA
5d99139757ff31001946659b,0.23488609733329172,NA,NA,NA,NA,NA,NA
5d9a09095223b6001809f1c9,-2.28769372737393,-3.896562485124021,NA,3,3,3,5
5d9d2e7b60ff260017554fb5,NA,NA,NA,NA,NA,NA,NA
5d9e1dc53155090015a83b02,6.308124925049596,NA,NA,NA,NA,NA,NA
5d9f8573ce3daf0015e3e400,-2.68578213197148,-1.0561331927594713,-0.0588235294117647,1,2,2,3
5da3bba15addbf0017841f2e,10.788871289924105,NA,NA,NA,NA,NA,NA
5da4f9a3bbbc120015e084a9,NA,NA,NA,NA,NA,NA,NA
5da5dc93875d340017db94f0,-0.02990944847907956,NA,NA,NA,NA,NA,NA
5da689dc1ce19b0016500435,4.281564011785408,NA,NA,NA,NA,NA,NA
5da956c25a994b001650f1e3,5.089777213258056,NA,NA,NA,NA,NA,NA
5daa18ed95be5f00133609e8,-3.45422952820941,-4.927408142639936,NA,1,1,2,2
5daa6f580d55870011370fd3,NA,-3.6535911838925808,NA,3,2,3,5
5daab7a060ac5d0014235b89,2.3386765436157075,6.491685844587792,NA,2,3,3,4
5dacf17a6f11e500163e3bc4,-1.0515357569212107,-0.28886173155871187,0.17647058823529413,2,4,2,3
5dadfba804a8070016d5dc68,-4.252457679346319,NA,NA,NA,NA,NA,NA
5dae25fc2e361800135fbd02,NA,-1.500032441236532,-0.5882352941176471,2,3,3,4
5dae46a3a075d100131fc4e3,NA,NA,NA,NA,NA,NA,NA
5daf8e43c51a83001231e469,0.6565531560491661,NA,NA,NA,NA,NA,NA
5db0a97f127d4000117cdfa0,NA,2.7872370615275406,NA,3,5,2,3
5db222231ff7b4000ab2cfc1,-0.3568196999967985,6.892029701821412,NA,2,4,4,5
5db3029ffa4efa000a145bde,-1.8038856959457432,-3.712113485346955,NA,2,4,3,5
5db3b031efa9f6000cf02400,-3.843695539166053,NA,NA,NA,NA,NA,NA
5db6ff8c7f9e6b000dd24a19,-4.225255090392135,-5.682208946912111,0.8823529411764706,2,4,3,5
5dba287f9653e80734e335d7,-2.0218724699248938,-0.4153859370558809,NA,3,4,2,3
5dbaded2af6b8e0e8c3632ed,NA,-4.885355262127217,-0.1176470588235294,1,2,3,4
5dbe1b726d8f5832d796276c,1.5402847381534646,NA,NA,NA,NA,NA,NA
5dc066bcb98b12018175a43f,0.7810700074742739,NA,NA,NA,NA,NA,NA
5dc091fa9be08f03fb01a816,NA,-3.397701170239113,NA,1,5,1,5
5dc19bcd4fbd08108de60b13,-2.114939606260331,NA,NA,NA,NA,NA,NA
5dc1a56a648927000be0fca7,-3.4918072993488556,NA,NA,NA,NA,NA,NA
5dc1c27fb3e5c212018d9e33,0.8833613724965459,1.7025544032313105,NA,2,3,2,4
5dc1cd625fd2031344dfe43d,0.6587334980235054,1.0406921191442255,NA,1,5,1,3
5dc1eb838a84461511b3cd73,4.766468882470543,8.608436533763083,NA,3,5,3,5
5dc38919dcc83f28ec7970a9,1.0805213763407078,NA,NA,NA,NA,NA,NA
5dc3cbecb1dabb2b983dfb15,2.71712764888117,NA,NA,NA,NA,NA,NA
5dc4175e3317732e53467e8b,-4.030685208667368,-0.43334302486501486,2.588235294117647,3,3,3,3
5dc47ddd034b45342d3b2e3a,-4.97456545710183,-5.415570889115471,NA,1,1,2,3
5dc59aea37023940a0860dea,NA,-2.4734704141323594,0,2,3,3,4
5dc8d8b90a0b38630af7a0ba,-3.396871488876609,-2.6875151118223015,NA,3,4,2,3
5dc9a12f84116a6c3a2d42e6,NA,NA,NA,NA,NA,NA,NA
5dca5a06880a2973c5af50a9,NA,NA,NA,NA,NA,NA,NA
5dcadddfbdcd7d7a4022d5e4,-2.8350781487220704,NA,NA,NA,NA,NA,NA
5dcaf5db575da17c63ebb51b,NA,-4.6034585148862135,-0.2352941176470588,2,2,4,4
5dcbff95f9d4a08915f9334c,-3.254331018191215,NA,NA,NA,NA,NA,NA
5dcc2827b1dabb8be6a9048e,0.9794991901494708,NA,NA,NA,NA,NA,NA
5dcca657854936945d68eaa9,-1.2100974710868744,-4.740059609410694,NA,1,4,1,4
5dcd1541e0b78397c284ffaa,-4.401283792823134,NA,NA,NA,NA,NA,NA
5dce29700ad506063969a4a5,-5.584583124910558,-4.730896397311477,NA,2,3,3,4
5dcefcd0307b8d05031d7264,-5.793760367024573,-4.468788303427942,0.4705882352941176,1,1,3,3
5dcf0e94fce60605794da411,NA,-4.7349210106527115,NA,3,4,3,3
5dcf402982569a08ddd84086,-2.076879838973759,-1.9904491205607544,NA,3,5,3,5
5dcf7b49523df00ae9c4e07e,-1.1445808836133726,-2.956198807005661,NA,3,4,3,4
5dd00b29caee3e107a99f653,-2.013113410274701,NA,NA,NA,NA,NA,NA
5dd023738b8df11140beb00a,NA,NA,NA,NA,NA,NA,NA
5dd0733b82569a156ed4f64f,-2.13759373511348,NA,NA,NA,NA,NA,NA
5dd0c43acaee3e187643d32b,9.16757789291157,8.339123514164841,NA,4,5,4,5
5dd106ec7beb291ab1c63d0f,-2.8918921872745225,-0.7235475514127732,0.4117647058823529,5,5,3,3
5dd1964987c1fd2082c4d88e,-4.454395728639966,-5.197318943686798,0.35294117647058826,2,3,3,3
5dd1ab5dd3ac2a21600f87b8,-1.096757984547193,-3.030994749740338,NA,4,5,1,2
5dd2c9f2c925a82e5167ef8b,NA,-4.735180500419466,0,1,2,3,3
5dd2d0b28a3c5e2dd81b0f9c,-0.00445981969990244,NA,NA,NA,NA,NA,NA
5dd30f79a9ead0313a9680a0,7.718848459132582,NA,NA,NA,NA,NA,NA
5dd31d3216d10c341d2d2c7e,0.6637998426417209,NA,NA,NA,NA,NA,NA
5dd31f8e7f1bbf33942dfcbf,-2.8230315411645615,NA,NA,NA,NA,NA,NA
5dd364804ad3e235dbd09498,0.44800955960538424,NA,NA,NA,NA,NA,NA
5dd38b7df01cbe37ababd171,-4.173087071364509,NA,NA,NA,NA,NA,NA
5dd3d7787b6a663b7f0e3846,-3.615686764197193,NA,NA,NA,NA,NA,NA
5dd3e852b988873c617cd21a,-4.4167058904284655,-3.319087128287889,0.17647058823529413,3,5,3,5
5dd3e9d93228863b9c89ad1a,3.8258426353937383,0.6408997504257516,NA,2,3,2,4
5dd43c63390fb6428d4974f0,-0.6639538262249237,NA,NA,NA,NA,NA,NA
5dd4bd7ae4f4a0499548a810,1.3152096104689135,NA,NA,NA,NA,NA,NA
5dd5db1ded7ea4574c7bc996,-0.20153738724148257,1.173638655309389,NA,1,2,2,4
5dd6dadf9c84d86703aa8615,NA,NA,NA,NA,NA,NA,NA
5dd7662482569a706cac6d34,-3.0546784802545517,NA,NA,NA,NA,NA,NA
5dd7f64ecf8e7e78055d846c,NA,NA,NA,NA,NA,NA,NA
5dda0d3a9255ed9824b66c7b,-1.974171901399301,NA,NA,NA,NA,NA,NA
5ddaa1e583e309a04100bd57,-3.3320485370712523,3.153611986088016,NA,3,3,2,2
5ddae85b393bd3a44d7cbaaa,-1.7410513537585688,-0.6164487860185894,NA,3,4,3,4
5ddb3f65bca2e4a9cc5b9afc,-0.25562413038684895,NA,NA,NA,NA,NA,NA
5ddc516e82a527bc2397e6e1,-3.039202485184474,-4.350773724069542,0.1176470588235294,1,3,1,4
5ddda6c035cf74d14d437be6,6.45085205448531,NA,NA,NA,NA,NA,NA
5dde8fba82f458000c8c7c75,0.2280898190923671,7.879738332532369,NA,5,5,4,5
5ddef0fae454cde6bc7d9e3e,-1.509106705562146,NA,NA,NA,NA,NA,NA
5de01c13c3a15e0a03332169,-3.8093753124944376,-3.0960589561208853,NA,3,4,3,4
5de1986c040f531f97eb6092,-5.115923118108899,-4.397584571742227,-0.17647058823529413,2,3,3,5
5de481c2a49875052fcf6dee,-1.9038156664196,-2.071890704671202,NA,2,5,3,5
5de653ee9a9da55cd975664a,NA,NA,NA,NA,NA,NA,NA
5de6edf4fc03e96696601785,NA,NA,NA,NA,NA,NA,NA
5de7f5d27c17f804d007da90,0.48942887618151953,2.3400896575943726,0.8823529411764706,5,5,5,5
5de82c263aa2777a36b996b2,-5.11594427554896,-5.284233301768125,0.29411764705882354,2,3,2,3
5de90f54a48441037ac21f43,-5.199164156673839,NA,NA,NA,NA,NA,NA
5de982609133860b2268f10e,NA,NA,NA,NA,NA,NA,NA
